Dealer Order #,Dealer ID,Dealer Name,State,Order Date,Requested Ship Date,SKU,Class,Size,Trim,Qty,Wholesale Price,Fulfilled (Y/N),Shipped
DO-21818,D-131,Copperline Cycles,MA,06/11/2026,07/07/2026,RW-7298,Road,L,Base,10,1367,Y,07/10/2026
DO-21820,D-124,Foothills Bicycles,WA,06/11/2026,07/02/2026,RW-1378,Road,L,Carbon,4,2879,Y,07/08/2026
DO-21824,D-145,Frontier Bicycle Works,UT,06/11/2026,07/02/2026,RW-9304,MTB,S,Carbon,4,3527,N,
DO-21826,D-106,Velo Republic,AZ,06/11/2026,06/25/2026,RW-9304,MTB,S,Carbon,4,3527,N,
DO-21828,D-118,Lakeshore Cyclery,ID,06/11/2026,07/02/2026,RW-9304,MTB,S,Carbon,1,3527,N,
DO-21829,D-107,Iron Horse Cycles,TX,06/11/2026,07/06/2026,RW-9324,MTB,M,Base,10,1655,Y,06/19/2026
DO-21830,D-143,Overlook Bikes,OR,06/11/2026,07/07/2026,RW-9324,MTB,M,Base,6,1655,Y,07/02/2026
DO-21831,D-104,Peak Performance Bikes,WA,06/11/2026,07/03/2026,RW-9324,MTB,M,Base,9,1655,Y,06/18/2026
DO-21834,D-102,Ridgeback Bikes,CO,06/11/2026,06/28/2026,RW-9324,MTB,M,Base,3,1655,Y,06/28/2026
DO-21840,D-129,Blue Ridge Cyclery,VT,06/11/2026,07/01/2026,RW-4418,MTB,M,Carbon,6,3527,N,
DO-21844,D-135,Elk Creek Cycles,MN,06/11/2026,07/05/2026,RW-9901,MTB,L,Base,10,1655,Y,06/18/2026
DO-21846,D-122,Evergreen Cycle Shop,CO,06/11/2026,07/08/2026,RW-6416,MTB,L,Carbon,2,3527,N,
DO-21802,D-133,Rimrock Cyclery,IL,06/12/2026,07/03/2026,RW-3980,Road,S,Carbon,8,2879,Y,06/20/2026
DO-21805,D-119,Pinecrest Bikes,MT,06/12/2026,06/30/2026,RW-9835,Road,M,Base,8,1367,Y,06/20/2026
DO-21809,D-104,Peak Performance Bikes,WA,06/12/2026,07/07/2026,RW-9835,Road,M,Base,2,1367,Y,06/30/2026
DO-21815,D-101,Summit Cycles,CA,06/12/2026,07/09/2026,RW-2984,Road,M,Carbon,7,2879,Y,06/23/2026
DO-21827,D-141,Basin Bike Shop,CA,06/12/2026,07/09/2026,RW-9304,MTB,S,Carbon,7,3527,N,
DO-21833,D-135,Elk Creek Cycles,MN,06/12/2026,06/29/2026,RW-9324,MTB,M,Base,8,1655,Y,06/20/2026
DO-21836,D-124,Foothills Bicycles,WA,06/12/2026,06/26/2026,RW-4418,MTB,M,Carbon,4,3527,N,
DO-21837,D-120,Stone Bridge Cycles,NM,06/12/2026,07/10/2026,RW-4418,MTB,M,Carbon,9,3527,N,
DO-21848,D-144,Cedar Ridge Cycles,WA,06/12/2026,07/05/2026,RW-6416,MTB,L,Carbon,4,3527,N,
DO-21811,D-133,Rimrock Cyclery,IL,06/13/2026,06/27/2026,RW-2984,Road,M,Carbon,6,2879,Y,07/06/2026
DO-21814,D-135,Elk Creek Cycles,MN,06/13/2026,07/08/2026,RW-2984,Road,M,Carbon,7,2879,Y,06/23/2026
DO-21838,D-111,High Desert Cyclery,MA,06/13/2026,06/30/2026,RW-4418,MTB,M,Carbon,4,3527,N,
DO-21842,D-103,Cascade Cyclery,OR,06/13/2026,07/03/2026,RW-9901,MTB,L,Base,11,1655,Y,06/28/2026
DO-21810,D-135,Elk Creek Cycles,MN,06/14/2026,07/02/2026,RW-2984,Road,M,Carbon,9,2879,Y,06/28/2026
DO-21832,D-103,Cascade Cyclery,OR,06/14/2026,07/10/2026,RW-9324,MTB,M,Base,7,1655,Y,06/22/2026
DO-21835,D-129,Blue Ridge Cyclery,VT,06/14/2026,06/28/2026,RW-4418,MTB,M,Carbon,10,3527,N,
DO-21854,D-107,Iron Horse Cycles,TX,06/15/2026,07/02/2026,RW-3980,Road,S,Carbon,1,2879,Y,07/09/2026
DO-21864,D-136,Capitol Cyclery,GA,06/15/2026,07/06/2026,RW-2984,Road,M,Carbon,9,2879,Y,07/07/2026
DO-21868,D-103,Cascade Cyclery,OR,06/15/2026,07/04/2026,RW-7298,Road,L,Base,7,1367,Y,06/24/2026
DO-21871,D-105,Trailhead Bicycle Co,UT,06/15/2026,06/29/2026,RW-1378,Road,L,Carbon,3,2879,Y,06/22/2026
DO-21872,D-104,Peak Performance Bikes,WA,06/15/2026,07/05/2026,RW-1378,Road,L,Carbon,2,2879,Y,06/29/2026
DO-21882,D-110,Bluegrass Bicycles,NY,06/15/2026,07/08/2026,RW-9304,MTB,S,Carbon,5,3527,N,
DO-21884,D-114,Coastal Ride Co,MI,06/15/2026,07/13/2026,RW-9324,MTB,M,Base,2,1655,Y,06/30/2026
DO-21886,D-134,Old Town Bikes,MI,06/15/2026,07/03/2026,RW-9324,MTB,M,Base,7,1655,Y,06/22/2026
DO-21888,D-132,Bayside Bicycle Co,PA,06/15/2026,07/10/2026,RW-9324,MTB,M,Base,11,1655,Y,07/09/2026
DO-21889,D-132,Bayside Bicycle Co,PA,06/15/2026,07/08/2026,RW-9324,MTB,M,Base,4,1655,Y,06/23/2026
DO-21893,D-111,High Desert Cyclery,MA,06/15/2026,07/09/2026,RW-4418,MTB,M,Carbon,12,3527,N,
DO-21894,D-115,Alpine Wheels,MN,06/15/2026,07/11/2026,RW-4418,MTB,M,Carbon,7,3527,N,
DO-21901,D-129,Blue Ridge Cyclery,VT,06/15/2026,07/04/2026,RW-9901,MTB,L,Base,11,1655,Y,07/01/2026
DO-21850,D-131,Copperline Cycles,MA,06/16/2026,07/12/2026,RW-3980,Road,S,Carbon,6,2879,Y,07/12/2026
DO-21859,D-115,Alpine Wheels,MN,06/16/2026,07/14/2026,RW-9835,Road,M,Base,4,1367,Y,06/27/2026
DO-21877,D-124,Foothills Bicycles,WA,06/16/2026,06/30/2026,RW-9304,MTB,S,Carbon,8,3527,N,
DO-21896,D-123,Metro Velo,OR,06/16/2026,07/03/2026,RW-4418,MTB,M,Carbon,3,3527,N,
DO-21907,D-123,Metro Velo,OR,06/16/2026,07/13/2026,RW-6416,MTB,L,Carbon,5,3527,N,
DO-21852,D-117,Mesa Verde Cycling,FL,06/17/2026,07/02/2026,RW-3980,Road,S,Carbon,6,2879,Y,07/15/2026
DO-21853,D-135,Elk Creek Cycles,MN,06/17/2026,07/15/2026,RW-3980,Road,S,Carbon,8,2879,Y,07/11/2026
DO-21855,D-120,Stone Bridge Cycles,NM,06/17/2026,07/02/2026,RW-9835,Road,M,Base,10,1367,Y,07/12/2026
DO-21857,D-122,Evergreen Cycle Shop,CO,06/17/2026,07/06/2026,RW-9835,Road,M,Base,3,1367,Y,07/08/2026
DO-21866,D-102,Ridgeback Bikes,CO,06/17/2026,07/13/2026,RW-2984,Road,M,Carbon,3,2879,Y,06/29/2026
DO-21874,D-111,High Desert Cyclery,MA,06/17/2026,07/11/2026,RW-1378,Road,L,Carbon,5,2879,Y,06/24/2026
DO-21885,D-131,Copperline Cycles,MA,06/17/2026,07/07/2026,RW-9324,MTB,M,Base,5,1655,Y,07/08/2026
DO-21898,D-135,Elk Creek Cycles,MN,06/17/2026,07/03/2026,RW-9901,MTB,L,Base,5,1655,Y,07/01/2026
DO-21899,D-137,Driftwood Bikes,FL,06/17/2026,07/15/2026,RW-9901,MTB,L,Base,5,1655,Y,07/01/2026
DO-21904,D-132,Bayside Bicycle Co,PA,06/17/2026,07/07/2026,RW-9901,MTB,L,Base,3,1655,Y,07/08/2026
DO-21867,D-115,Alpine Wheels,MN,06/18/2026,07/06/2026,RW-7298,Road,L,Base,4,1367,Y,07/17/2026
DO-21876,D-131,Copperline Cycles,MA,06/18/2026,07/12/2026,RW-9304,MTB,S,Carbon,2,3527,N,
DO-21881,D-141,Basin Bike Shop,CA,06/18/2026,07/06/2026,RW-9304,MTB,S,Carbon,6,3527,N,
DO-21887,D-145,Frontier Bicycle Works,UT,06/18/2026,07/02/2026,RW-9324,MTB,M,Base,4,1655,Y,07/05/2026
DO-21856,D-135,Elk Creek Cycles,MN,06/19/2026,07/06/2026,RW-9835,Road,M,Base,2,1367,Y,06/26/2026
DO-21862,D-144,Cedar Ridge Cycles,WA,06/19/2026,07/17/2026,RW-2984,Road,M,Carbon,6,2879,Y,07/14/2026
DO-21865,D-122,Evergreen Cycle Shop,CO,06/19/2026,07/03/2026,RW-2984,Road,M,Carbon,12,2879,Y,07/08/2026
DO-21870,D-136,Capitol Cyclery,GA,06/19/2026,07/06/2026,RW-7298,Road,L,Base,5,1367,Y,07/08/2026
DO-21879,D-123,Metro Velo,OR,06/19/2026,07/09/2026,RW-9304,MTB,S,Carbon,12,3527,N,
DO-21880,D-122,Evergreen Cycle Shop,CO,06/19/2026,07/14/2026,RW-9304,MTB,S,Carbon,10,3527,N,
DO-21890,D-137,Driftwood Bikes,FL,06/19/2026,07/14/2026,RW-9324,MTB,M,Base,8,1655,Y,07/12/2026
DO-21895,D-128,Sierra Bike Works,NC,06/19/2026,07/05/2026,RW-4418,MTB,M,Carbon,4,3527,N,
DO-21897,D-114,Coastal Ride Co,MI,06/19/2026,07/16/2026,RW-4418,MTB,M,Carbon,4,3527,N,
DO-21902,D-135,Elk Creek Cycles,MN,06/19/2026,07/14/2026,RW-9901,MTB,L,Base,3,1655,Y,07/15/2026
DO-21851,D-117,Mesa Verde Cycling,FL,06/20/2026,07/06/2026,RW-3980,Road,S,Carbon,12,2879,Y,07/05/2026
DO-21858,D-139,Tidewater Bicycles,MT,06/20/2026,07/13/2026,RW-9835,Road,M,Base,6,1367,Y,07/15/2026
DO-21863,D-102,Ridgeback Bikes,CO,06/20/2026,07/11/2026,RW-2984,Road,M,Carbon,4,2879,Y,07/02/2026
DO-21869,D-116,Timberline Bikes,GA,06/20/2026,07/11/2026,RW-7298,Road,L,Base,5,1367,Y,07/04/2026
DO-21875,D-129,Blue Ridge Cyclery,VT,06/20/2026,07/15/2026,RW-9304,MTB,S,Carbon,2,3527,N,
DO-21878,D-145,Frontier Bicycle Works,UT,06/20/2026,07/07/2026,RW-9304,MTB,S,Carbon,2,3527,N,
DO-21900,D-116,Timberline Bikes,GA,06/20/2026,07/06/2026,RW-9901,MTB,L,Base,3,1655,Y,07/17/2026
DO-21905,D-135,Elk Creek Cycles,MN,06/20/2026,07/12/2026,RW-6416,MTB,L,Carbon,3,3527,N,
DO-21860,D-133,Rimrock Cyclery,IL,06/21/2026,07/12/2026,RW-9835,Road,M,Base,6,1367,Y,07/03/2026
DO-21861,D-102,Ridgeback Bikes,CO,06/21/2026,07/14/2026,RW-9835,Road,M,Base,1,1367,Y,07/06/2026
DO-21873,D-127,Prairie Wind Cycling,TX,06/21/2026,07/13/2026,RW-1378,Road,L,Carbon,7,2879,Y,07/14/2026
DO-21883,D-103,Cascade Cyclery,OR,06/21/2026,07/07/2026,RW-9304,MTB,S,Carbon,5,3527,N,
DO-21891,D-129,Blue Ridge Cyclery,VT,06/21/2026,07/12/2026,RW-9324,MTB,M,Base,7,1655,Y,07/08/2026
DO-21892,D-139,Tidewater Bicycles,MT,06/21/2026,07/07/2026,RW-9324,MTB,M,Base,2,1655,Y,07/10/2026
DO-21903,D-129,Blue Ridge Cyclery,VT,06/21/2026,07/12/2026,RW-9901,MTB,L,Base,6,1655,Y,07/08/2026
DO-21906,D-116,Timberline Bikes,GA,06/21/2026,07/14/2026,RW-6416,MTB,L,Carbon,10,3527,N,
DO-21917,D-122,Evergreen Cycle Shop,CO,06/22/2026,07/08/2026,RW-9835,Road,M,Base,9,1367,Y,07/13/2026
DO-21928,D-122,Evergreen Cycle Shop,CO,06/22/2026,07/13/2026,RW-7298,Road,L,Base,11,1367,Y,07/10/2026
DO-21938,D-135,Elk Creek Cycles,MN,06/22/2026,07/11/2026,RW-9324,MTB,M,Base,4,1655,Y,07/19/2026
DO-21954,D-129,Blue Ridge Cyclery,VT,06/22/2026,07/07/2026,RW-4418,MTB,M,Carbon,3,3527,N,
DO-21915,D-124,Foothills Bicycles,WA,06/23/2026,07/11/2026,RW-9835,Road,M,Base,2,1367,Y,07/14/2026
DO-21921,D-132,Bayside Bicycle Co,PA,06/23/2026,07/09/2026,RW-2984,Road,M,Carbon,9,2879,Y,07/22/2026
DO-21925,D-124,Foothills Bicycles,WA,06/23/2026,07/12/2026,RW-2984,Road,M,Carbon,3,2879,Y,07/11/2026
DO-21934,D-124,Foothills Bicycles,WA,06/23/2026,07/13/2026,RW-9304,MTB,S,Carbon,4,3527,N,
DO-21935,D-119,Pinecrest Bikes,MT,06/23/2026,07/13/2026,RW-9304,MTB,S,Carbon,10,3527,N,
DO-21937,D-124,Foothills Bicycles,WA,06/23/2026,07/20/2026,RW-9304,MTB,S,Carbon,5,3527,N,
DO-21950,D-106,Velo Republic,AZ,06/23/2026,07/21/2026,RW-4418,MTB,M,Carbon,8,3527,N,
DO-21953,D-136,Capitol Cyclery,GA,06/23/2026,07/19/2026,RW-4418,MTB,M,Carbon,6,3527,N,
DO-21958,D-120,Stone Bridge Cycles,NM,06/23/2026,07/15/2026,RW-9901,MTB,L,Base,6,1655,N,
DO-21959,D-122,Evergreen Cycle Shop,CO,06/23/2026,07/19/2026,RW-9901,MTB,L,Base,3,1655,N,
DO-21920,D-102,Ridgeback Bikes,CO,06/24/2026,07/08/2026,RW-9835,Road,M,Base,4,1367,Y,07/11/2026
DO-21930,D-102,Ridgeback Bikes,CO,06/24/2026,07/08/2026,RW-1378,Road,L,Carbon,5,2879,Y,07/14/2026
DO-21933,D-103,Cascade Cyclery,OR,06/24/2026,07/10/2026,RW-9304,MTB,S,Carbon,8,3527,N,
DO-21946,D-123,Metro Velo,OR,06/24/2026,07/22/2026,RW-9324,MTB,M,Base,6,1655,Y,07/18/2026
DO-21912,D-132,Bayside Bicycle Co,PA,06/25/2026,07/20/2026,RW-3980,Road,S,Carbon,4,2879,N,
DO-21914,D-110,Bluegrass Bicycles,NY,06/25/2026,07/16/2026,RW-9835,Road,M,Base,4,1367,Y,07/14/2026
DO-21916,D-122,Evergreen Cycle Shop,CO,06/25/2026,07/10/2026,RW-9835,Road,M,Base,7,1367,Y,07/09/2026
DO-21927,D-127,Prairie Wind Cycling,TX,06/25/2026,07/09/2026,RW-2984,Road,M,Carbon,4,2879,Y,07/13/2026
DO-21939,D-105,Trailhead Bicycle Co,UT,06/25/2026,07/22/2026,RW-9324,MTB,M,Base,5,1655,Y,07/08/2026
DO-21944,D-133,Rimrock Cyclery,IL,06/25/2026,07/13/2026,RW-9324,MTB,M,Base,7,1655,Y,07/24/2026
DO-21957,D-135,Elk Creek Cycles,MN,06/25/2026,07/15/2026,RW-9901,MTB,L,Base,7,1655,N,
DO-21960,D-123,Metro Velo,OR,06/25/2026,07/17/2026,RW-6416,MTB,L,Carbon,11,3527,N,
DO-21909,D-131,Copperline Cycles,MA,06/26/2026,07/15/2026,RW-3980,Road,S,Carbon,10,2879,N,
DO-21910,D-127,Prairie Wind Cycling,TX,06/26/2026,07/22/2026,RW-3980,Road,S,Carbon,4,2879,N,
DO-21911,D-135,Elk Creek Cycles,MN,06/26/2026,07/22/2026,RW-3980,Road,S,Carbon,8,2879,N,
DO-21924,D-135,Elk Creek Cycles,MN,06/26/2026,07/17/2026,RW-2984,Road,M,Carbon,12,2879,Y,07/14/2026
DO-21932,D-137,Driftwood Bikes,FL,06/26/2026,07/21/2026,RW-1378,Road,L,Carbon,11,2879,Y,07/05/2026
DO-21945,D-122,Evergreen Cycle Shop,CO,06/26/2026,07/13/2026,RW-9324,MTB,M,Base,3,1655,Y,07/05/2026
DO-21948,D-104,Peak Performance Bikes,WA,06/26/2026,07/11/2026,RW-4418,MTB,M,Carbon,11,3527,N,
DO-21951,D-102,Ridgeback Bikes,CO,06/26/2026,07/10/2026,RW-4418,MTB,M,Carbon,4,3527,N,
DO-21952,D-141,Basin Bike Shop,CA,06/26/2026,07/21/2026,RW-4418,MTB,M,Carbon,5,3527,N,
DO-21956,D-101,Summit Cycles,CA,06/26/2026,07/15/2026,RW-9901,MTB,L,Base,8,1655,N,
DO-21961,D-128,Sierra Bike Works,NC,06/26/2026,07/11/2026,RW-6416,MTB,L,Carbon,4,3527,N,
DO-21908,D-136,Capitol Cyclery,GA,06/27/2026,07/16/2026,RW-3980,Road,S,Carbon,12,2879,N,
DO-21913,D-108,Canyon Edge Bikes,NC,06/27/2026,07/15/2026,RW-9835,Road,M,Base,3,1367,Y,07/18/2026
DO-21918,D-108,Canyon Edge Bikes,NC,06/27/2026,07/18/2026,RW-9835,Road,M,Base,4,1367,Y,07/14/2026
DO-21922,D-129,Blue Ridge Cyclery,VT,06/27/2026,07/14/2026,RW-2984,Road,M,Carbon,4,2879,Y,07/19/2026
DO-21926,D-129,Blue Ridge Cyclery,VT,06/27/2026,07/15/2026,RW-2984,Road,M,Carbon,11,2879,Y,07/05/2026
DO-21929,D-126,Harbor Bikes,AZ,06/27/2026,07/18/2026,RW-7298,Road,L,Base,1,1367,Y,07/15/2026
DO-21931,D-133,Rimrock Cyclery,IL,06/27/2026,07/16/2026,RW-1378,Road,L,Carbon,8,2879,Y,07/04/2026
DO-21942,D-123,Metro Velo,OR,06/27/2026,07/25/2026,RW-9324,MTB,M,Base,6,1655,Y,07/18/2026
DO-21947,D-141,Basin Bike Shop,CA,06/27/2026,07/25/2026,RW-9324,MTB,M,Base,1,1655,Y,07/14/2026
DO-21949,D-126,Harbor Bikes,AZ,06/27/2026,07/11/2026,RW-4418,MTB,M,Carbon,12,3527,N,
DO-21919,D-124,Foothills Bicycles,WA,06/28/2026,07/22/2026,RW-9835,Road,M,Base,2,1367,Y,07/23/2026
DO-21923,D-115,Alpine Wheels,MN,06/28/2026,07/17/2026,RW-2984,Road,M,Carbon,8,2879,Y,07/15/2026
DO-21936,D-145,Frontier Bicycle Works,UT,06/28/2026,07/16/2026,RW-9304,MTB,S,Carbon,7,3527,N,
DO-21940,D-135,Elk Creek Cycles,MN,06/28/2026,07/18/2026,RW-9324,MTB,M,Base,8,1655,Y,07/21/2026
DO-21941,D-128,Sierra Bike Works,NC,06/28/2026,07/18/2026,RW-9324,MTB,M,Base,6,1655,Y,07/25/2026
DO-21943,D-107,Iron Horse Cycles,TX,06/28/2026,07/23/2026,RW-9324,MTB,M,Base,3,1655,Y,07/09/2026
DO-21955,D-113,Granite Peak Cycles,IL,06/28/2026,07/18/2026,RW-4418,MTB,M,Carbon,2,3527,N,
DO-21970,D-108,Canyon Edge Bikes,NC,06/29/2026,07/21/2026,RW-9835,Road,M,Base,7,1367,Y,07/21/2026
DO-21981,D-102,Ridgeback Bikes,CO,06/29/2026,07/24/2026,RW-7298,Road,L,Base,3,1367,Y,07/08/2026
DO-21985,D-132,Bayside Bicycle Co,PA,06/29/2026,07/18/2026,RW-9304,MTB,S,Carbon,4,3527,N,
DO-21990,D-124,Foothills Bicycles,WA,06/29/2026,07/17/2026,RW-9304,MTB,S,Carbon,12,3527,N,
DO-21992,D-124,Foothills Bicycles,WA,06/29/2026,07/20/2026,RW-9324,MTB,M,Base,10,1655,Y,07/20/2026
DO-21995,D-132,Bayside Bicycle Co,PA,06/29/2026,07/23/2026,RW-9324,MTB,M,Base,3,1655,Y,07/23/2026
DO-22015,D-141,Basin Bike Shop,CA,06/29/2026,07/16/2026,RW-6416,MTB,L,Carbon,11,3527,N,
DO-21967,D-124,Foothills Bicycles,WA,06/30/2026,07/17/2026,RW-9835,Road,M,Base,8,1367,Y,07/19/2026
DO-21972,D-135,Elk Creek Cycles,MN,06/30/2026,07/25/2026,RW-2984,Road,M,Carbon,7,2879,Y,07/11/2026
DO-21978,D-126,Harbor Bikes,AZ,06/30/2026,07/28/2026,RW-7298,Road,L,Base,5,1367,Y,07/29/2026
DO-21993,D-122,Evergreen Cycle Shop,CO,06/30/2026,07/17/2026,RW-9324,MTB,M,Base,3,1655,Y,07/29/2026
DO-21998,D-143,Overlook Bikes,OR,06/30/2026,07/23/2026,RW-9324,MTB,M,Base,4,1655,Y,07/27/2026
DO-22000,D-132,Bayside Bicycle Co,PA,06/30/2026,07/19/2026,RW-4418,MTB,M,Carbon,3,3527,N,
DO-22004,D-125,Switchback Cycles,UT,06/30/2026,07/16/2026,RW-4418,MTB,M,Carbon,7,3527,N,
DO-22008,D-105,Trailhead Bicycle Co,UT,06/30/2026,07/28/2026,RW-9901,MTB,L,Base,9,1655,N,
DO-22012,D-129,Blue Ridge Cyclery,VT,06/30/2026,07/14/2026,RW-6416,MTB,L,Carbon,4,3527,N,
DO-22016,D-141,Basin Bike Shop,CA,06/30/2026,07/14/2026,RW-6416,MTB,L,Carbon,2,3527,N,
DO-21964,D-102,Ridgeback Bikes,CO,07/01/2026,07/16/2026,RW-3980,Road,S,Carbon,7,2879,N,
DO-21968,D-134,Old Town Bikes,MI,07/01/2026,07/16/2026,RW-9835,Road,M,Base,10,1367,Y,07/08/2026
DO-21989,D-124,Foothills Bicycles,WA,07/01/2026,07/20/2026,RW-9304,MTB,S,Carbon,4,3527,N,
DO-21991,D-141,Basin Bike Shop,CA,07/01/2026,07/21/2026,RW-9304,MTB,S,Carbon,5,3527,N,
DO-21996,D-120,Stone Bridge Cycles,NM,07/01/2026,07/24/2026,RW-9324,MTB,M,Base,11,1655,Y,07/30/2026
DO-21999,D-123,Metro Velo,OR,07/01/2026,07/16/2026,RW-9324,MTB,M,Base,7,1655,Y,07/13/2026
DO-22005,D-139,Tidewater Bicycles,MT,07/01/2026,07/19/2026,RW-4418,MTB,M,Carbon,10,3527,N,
DO-22014,D-141,Basin Bike Shop,CA,07/01/2026,07/17/2026,RW-6416,MTB,L,Carbon,4,3527,N,
DO-21963,D-122,Evergreen Cycle Shop,CO,07/02/2026,07/17/2026,RW-3980,Road,S,Carbon,12,2879,N,
DO-21971,D-128,Sierra Bike Works,NC,07/02/2026,07/19/2026,RW-9835,Road,M,Base,5,1367,Y,07/31/2026
DO-21976,D-137,Driftwood Bikes,FL,07/02/2026,07/18/2026,RW-2984,Road,M,Carbon,4,2879,Y,07/22/2026
DO-21983,D-144,Cedar Ridge Cycles,WA,07/02/2026,07/23/2026,RW-1378,Road,L,Carbon,8,2879,Y,07/20/2026
DO-21984,D-132,Bayside Bicycle Co,PA,07/02/2026,07/28/2026,RW-1378,Road,L,Carbon,11,2879,Y,07/20/2026
DO-21986,D-125,Switchback Cycles,UT,07/02/2026,07/25/2026,RW-9304,MTB,S,Carbon,3,3527,N,
DO-22001,D-127,Prairie Wind Cycling,TX,07/02/2026,07/25/2026,RW-4418,MTB,M,Carbon,2,3527,N,
DO-22009,D-132,Bayside Bicycle Co,PA,07/02/2026,07/21/2026,RW-9901,MTB,L,Base,10,1655,N,
DO-21987,D-110,Bluegrass Bicycles,NY,07/03/2026,07/24/2026,RW-9304,MTB,S,Carbon,11,3527,N,
DO-22002,D-134,Old Town Bikes,MI,07/03/2026,07/31/2026,RW-4418,MTB,M,Carbon,2,3527,N,
DO-22003,D-128,Sierra Bike Works,NC,07/03/2026,07/22/2026,RW-4418,MTB,M,Carbon,3,3527,N,
DO-22010,D-141,Basin Bike Shop,CA,07/03/2026,07/27/2026,RW-9901,MTB,L,Base,10,1655,N,
DO-22011,D-138,Ironwood Cycle Co,ID,07/03/2026,07/27/2026,RW-9901,MTB,L,Base,2,1655,N,
DO-21962,D-126,Harbor Bikes,AZ,07/04/2026,07/27/2026,RW-3980,Road,S,Carbon,9,2879,N,
DO-21965,D-139,Tidewater Bicycles,MT,07/04/2026,07/28/2026,RW-3980,Road,S,Carbon,5,2879,N,
DO-21969,D-118,Lakeshore Cyclery,ID,07/04/2026,07/20/2026,RW-9835,Road,M,Base,8,1367,Y,08/02/2026
DO-21975,D-122,Evergreen Cycle Shop,CO,07/04/2026,07/26/2026,RW-2984,Road,M,Carbon,5,2879,Y,07/31/2026
DO-21979,D-131,Copperline Cycles,MA,07/04/2026,07/22/2026,RW-7298,Road,L,Base,3,1367,Y,07/30/2026
DO-21994,D-122,Evergreen Cycle Shop,CO,07/04/2026,07/19/2026,RW-9324,MTB,M,Base,5,1655,Y,07/16/2026
DO-22007,D-136,Capitol Cyclery,GA,07/04/2026,07/26/2026,RW-9901,MTB,L,Base,2,1655,N,
DO-22013,D-119,Pinecrest Bikes,MT,07/04/2026,07/27/2026,RW-6416,MTB,L,Carbon,7,3527,N,
DO-21966,D-110,Bluegrass Bicycles,NY,07/05/2026,07/23/2026,RW-3980,Road,S,Carbon,1,2879,N,
DO-21973,D-123,Metro Velo,OR,07/05/2026,07/22/2026,RW-2984,Road,M,Carbon,6,2879,Y,07/31/2026
DO-21974,D-115,Alpine Wheels,MN,07/05/2026,07/30/2026,RW-2984,Road,M,Carbon,7,2879,Y,07/16/2026
DO-21977,D-136,Capitol Cyclery,GA,07/05/2026,07/22/2026,RW-2984,Road,M,Carbon,9,2879,Y,07/31/2026
DO-21980,D-117,Mesa Verde Cycling,FL,07/05/2026,07/28/2026,RW-7298,Road,L,Base,8,1367,Y,07/14/2026
DO-21982,D-110,Bluegrass Bicycles,NY,07/05/2026,07/23/2026,RW-1378,Road,L,Carbon,6,2879,Y,07/23/2026
DO-21988,D-124,Foothills Bicycles,WA,07/05/2026,07/24/2026,RW-9304,MTB,S,Carbon,3,3527,N,
DO-21997,D-118,Lakeshore Cyclery,ID,07/05/2026,07/21/2026,RW-9324,MTB,M,Base,5,1655,Y,08/02/2026
DO-22006,D-123,Metro Velo,OR,07/05/2026,07/19/2026,RW-4418,MTB,M,Carbon,5,3527,N,
DO-22017,D-123,Metro Velo,OR,07/06/2026,07/26/2026,RW-3980,Road,S,Carbon,2,2879,N,
DO-22025,D-115,Alpine Wheels,MN,07/06/2026,07/23/2026,RW-9835,Road,M,Base,5,1367,Y,07/26/2026
DO-22026,D-121,Red Rock Bike Co,CA,07/06/2026,08/01/2026,RW-9835,Road,M,Base,10,1367,Y,07/23/2026
DO-22040,D-120,Stone Bridge Cycles,NM,07/06/2026,07/20/2026,RW-1378,Road,L,Carbon,8,2879,Y,08/01/2026
DO-22048,D-129,Blue Ridge Cyclery,VT,07/06/2026,07/27/2026,RW-9324,MTB,M,Base,12,1655,Y,07/29/2026
DO-22053,D-141,Basin Bike Shop,CA,07/06/2026,08/03/2026,RW-4418,MTB,M,Carbon,5,3527,N,
DO-22055,D-102,Ridgeback Bikes,CO,07/06/2026,07/23/2026,RW-4418,MTB,M,Carbon,9,3527,N,
DO-22061,D-124,Foothills Bicycles,WA,07/06/2026,08/01/2026,RW-9901,MTB,L,Base,9,1655,N,
DO-22067,D-145,Frontier Bicycle Works,UT,07/06/2026,07/23/2026,RW-6416,MTB,L,Carbon,4,3527,N,
DO-22019,D-126,Harbor Bikes,AZ,07/07/2026,07/22/2026,RW-3980,Road,S,Carbon,11,2879,N,
DO-22021,D-132,Bayside Bicycle Co,PA,07/07/2026,07/30/2026,RW-3980,Road,S,Carbon,1,2879,N,
DO-22033,D-104,Peak Performance Bikes,WA,07/07/2026,07/24/2026,RW-2984,Road,M,Carbon,2,2879,Y,07/22/2026
DO-22039,D-123,Metro Velo,OR,07/07/2026,08/02/2026,RW-7298,Road,L,Base,7,1367,Y,07/26/2026
DO-22049,D-137,Driftwood Bikes,FL,07/07/2026,08/02/2026,RW-9324,MTB,M,Base,5,1655,Y,07/19/2026
DO-22050,D-143,Overlook Bikes,OR,07/07/2026,08/04/2026,RW-9324,MTB,M,Base,8,1655,Y,07/21/2026
DO-22051,D-120,Stone Bridge Cycles,NM,07/07/2026,07/29/2026,RW-9324,MTB,M,Base,11,1655,Y,08/02/2026
DO-22058,D-124,Foothills Bicycles,WA,07/07/2026,07/31/2026,RW-4418,MTB,M,Carbon,3,3527,N,
